age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
20,entrepreneur,married,basic.9y,no,yes,no,telephone,may,fri,755,2,999,0,nonexistent,-0.7,94.606,-49.7,1.383,4970.2
60,housemaid,married,university.degree,no,no,yes,cellular,may,fri,1419,1,15,4,failure,-1.3,94.12,-30.8,3.311,5069.7
66,student,single,basic.9y,no,yes,no,cellular,aug,mon,608,5,999,0,nonexistent,-3.0,92.046,-46.8,1.109,4989.6
72,admin.,married,basic.4y,no,yes,no,telephone,jul,wed,1516,8,999,4,success,-1.3,92.379,-35.0,4.421,4989.9
43,entrepreneur,married,basic.9y,no,no,no,cellular,jul,thu,1734,9,999,4,nonexistent,-1.9,92.175,-42.4,3.643,5177.9
52,unknown,married,illiterate,no,yes,no,telephone,oct,fri,1398,3,999,3,nonexistent,1.3,92.46,-36.1,1.754,5204.1
25,admin.,divorced,high.school,no,yes,yes,telephone,may,fri,4943,7,999,2,nonexistent,-0.0,93.903,-46.9,0.695,4961.0
69,admin.,married,university.degree,no,no,no,telephone,may,thu,665,4,999,4,nonexistent,-1.6,92.077,-36.7,4.492,5201.8
53,management,single,illiterate,no,no,no,cellular,jul,tue,4184,7,999,4,nonexistent,-2.8,93.504,-49.3,2.858,5151.3
70,self-employed,married,high.school,no,no,no,telephone,may,fri,4471,5,999,4,nonexistent,-3.1,93.868,-36.1,4.383,5130.8
71,services,single,unknown,no,yes,no,telephone,may,thu,4444,6,999,1,nonexistent,-0.3,92.167,-42.0,4.652,5093.0
24,blue-collar,single,professional.course,no,yes,no,telephone,may,mon,233,8,999,2,nonexistent,-3.1,93.789,-43.8,1.61,5218.6
63,retired,married,professional.course,no,yes,no,telephone,jun,wed,2907,9,999,4,failure,0.1,93.488,-35.1,3.152,5218.6
63,admin.,single,unknown,no,no,no,telephone,jun,fri,3215,8,999,2,failure,-2.9,92.296,-31.9,3.613,5190.0
53,unknown,single,illiterate,no,yes,no,cellular,jun,thu,679,6,999,1,nonexistent,-3.2,93.504,-33.6,1.958,5213.8
33,management,married,unknown,no,yes,no,cellular,oct,fri,4895,5,999,0,nonexistent,1.3,92.883,-28.4,1.831,5180.7
41,management,married,illiterate,no,yes,yes,cellular,may,tue,407,4,999,0,nonexistent,1.2,93.241,-48.6,3.942,5183.8
78,entrepreneur,single,illiterate,no,yes,no,telephone,jun,fri,3042,2,999,4,nonexistent,-0.6,93.484,-41.5,2.581,4975.9
71,entrepreneur,single,high.school,no,no,no,telephone,jun,fri,2722,8,999,1,nonexistent,1.0,92.086,-27.3,4.65,5058.4
79,technician,single,basic.4y,no,yes,no,cellular,aug,tue,95,3,999,0,nonexistent,1.3,94.127,-37.1,1.499,4997.6
18,admin.,single,university.degree,no,no,no,telephone,oct,fri,3636,6,999,3,failure,-1.3,93.906,-26.1,3.362,5155.3
66,services,single,professional.course,no,yes,no,cellular,jun,tue,1915,1,999,3,nonexistent,-3.4,92.398,-30.5,4.324,5194.2
42,blue-collar,single,illiterate,no,yes,yes,telephone,jun,thu,4004,5,999,3,nonexistent,-0.4,92.697,-42.3,2.202,5024.5
27,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,1620,3,999,4,nonexistent,-1.5,92.121,-35.1,2.573,4987.0
71,unemployed,married,unknown,no,no,no,cellular,aug,wed,4045,1,999,4,failure,-0.2,93.105,-48.4,4.502,5220.0
33,student,divorced,high.school,no,no,no,cellular,aug,thu,406,7,999,0,nonexistent,-2.5,94.178,-42.6,3.208,5055.7
33,student,married,basic.6y,no,no,no,cellular,oct,mon,2102,8,10,4,nonexistent,1.3,93.499,-28.6,3.878,5142.9
75,technician,married,basic.4y,no,yes,yes,telephone,may,mon,1030,9,999,0,nonexistent,0.3,93.823,-30.3,2.94,4988.4
25,retired,single,basic.4y,no,yes,no,telephone,may,wed,1284,4,999,4,nonexistent,-2.0,93.31,-27.1,1.235,5035.7
46,student,married,high.school,no,yes,no,telephone,oct,thu,1997,2,0,1,nonexistent,0.3,93.615,-33.0,3.275,5223.2
56,housemaid,married,illiterate,no,no,yes,telephone,may,fri,2666,8,999,2,nonexistent,0.7,93.145,-28.5,2.126,5024.8
45,technician,married,basic.6y,no,yes,yes,cellular,jul,thu,4806,9,999,3,nonexistent,-1.0,92.05,-41.6,4.453,5006.6
23,blue-collar,single,basic.4y,no,yes,no,telephone,may,tue,967,4,999,3,failure,-1.4,94.454,-46.6,1.23,4995.6
33,blue-collar,divorced,university.degree,no,no,no,telephone,aug,thu,1915,6,999,1,nonexistent,-2.3,94.793,-33.5,0.79,4993.9
37,unemployed,married,professional.course,no,yes,no,cellular,aug,mon,3940,5,999,4,nonexistent,0.6,94.276,-37.8,4.035,5204.7
33,services,married,university.degree,no,yes,yes,cellular,jun,fri,1531,9,999,0,nonexistent,-1.4,94.87,-30.0,0.786,5088.8
24,management,married,basic.6y,no,yes,no,cellular,aug,fri,4976,4,999,2,nonexistent,0.4,93.732,-40.6,1.468,5002.3
58,housemaid,married,university.degree,no,no,no,telephone,jul,wed,1275,7,999,0,failure,0.8,94.591,-32.4,4.572,5020.5
31,retired,married,basic.9y,yes,no,no,telephone,jul,tue,2445,2,999,2,nonexistent,-0.7,93.569,-26.3,3.202,4982.9
60,entrepreneur,married,unknown,no,yes,yes,telephone,jul,fri,1548,1,15,0,nonexistent,-2.6,94.229,-49.1,1.566,5166.5
43,technician,married,unknown,no,yes,no,cellular,jun,wed,2021,1,999,2,nonexistent,-3.2,92.992,-30.0,1.022,5045.9
43,student,married,professional.course,no,yes,yes,cellular,may,fri,3695,5,5,1,nonexistent,-0.0,93.648,-31.1,4.539,5019.4
31,self-employed,married,basic.6y,no,yes,no,telephone,jun,mon,1897,7,999,1,failure,0.7,93.777,-45.5,1.569,5150.0
24,unemployed,single,high.school,no,yes,no,telephone,aug,fri,3327,5,999,1,nonexistent,0.8,94.752,-44.1,4.759,5057.8
50,unemployed,single,illiterate,no,yes,no,telephone,jul,mon,885,4,999,4,nonexistent,-1.7,92.619,-26.0,0.616,5184.6
43,services,divorced,basic.4y,no,no,no,telephone,jun,thu,4500,9,0,2,failure,-2.4,94.886,-35.4,3.103,5167.4
74,unemployed,single,professional.course,no,yes,no,telephone,jun,mon,3466,2,999,0,nonexistent,-3.1,94.755,-48.5,3.477,5144.7
62,blue-collar,married,high.school,no,no,no,cellular,jul,mon,419,2,999,4,nonexistent,-2.3,93.091,-49.9,0.73,5156.2
37,unemployed,single,basic.6y,no,yes,no,telephone,oct,mon,566,1,999,2,nonexistent,-2.2,92.443,-28.4,4.63,5026.2
20,self-employed,married,basic.9y,no,yes,no,cellular,jul,fri,3105,5,999,4,success,-0.6,93.193,-43.0,4.428,5075.1
69,technician,single,basic.4y,no,yes,no,telephone,oct,tue,2525,5,999,3,nonexistent,-2.3,93.621,-38.2,4.906,5144.8
21,admin.,single,basic.4y,no,no,no,telephone,jul,mon,2760,1,999,4,nonexistent,-2.2,93.705,-42.7,2.491,4996.7
78,retired,single,professional.course,no,no,no,cellular,may,wed,2886,6,999,3,nonexistent,-1.7,94.927,-38.8,0.961,5193.8
43,admin.,divorced,high.school,no,yes,no,telephone,oct,fri,4013,5,999,4,nonexistent,-0.2,92.979,-36.8,0.737,5113.5
28,technician,single,unknown,no,yes,no,telephone,oct,tue,4027,7,5,0,nonexistent,-1.5,92.405,-31.7,2.528,5169.8
19,admin.,single,basic.6y,no,no,yes,cellular,jun,tue,1937,1,0,3,failure,0.1,92.84,-41.0,4.245,5022.1
31,retired,married,basic.6y,no,no,no,telephone,oct,fri,4656,3,999,3,nonexistent,-1.3,92.164,-34.0,2.902,5227.7
61,unknown,divorced,high.school,no,no,no,cellular,aug,wed,1116,9,999,3,nonexistent,0.4,94.486,-45.3,4.157,4972.3
47,management,married,basic.4y,no,yes,yes,cellular,jun,thu,1933,6,999,1,nonexistent,-1.2,94.016,-44.6,2.284,5038.0
66,technician,divorced,illiterate,yes,no,no,telephone,jun,fri,3855,2,15,2,nonexistent,0.5,93.442,-32.0,2.8,4964.2
29,self-employed,married,high.school,no,yes,no,telephone,may,tue,2164,9,999,2,nonexistent,0.6,92.962,-26.1,3.869,5020.2
43,admin.,married,university.degree,no,yes,no,cellular,jun,thu,3294,3,999,4,nonexistent,0.3,93.364,-42.6,2.421,5019.0
61,retired,single,unknown,no,yes,no,cellular,jun,tue,1018,3,999,2,nonexistent,-0.8,94.992,-44.0,4.482,5214.2
50,student,married,basic.6y,no,yes,no,telephone,aug,mon,3378,2,999,4,failure,-0.3,92.062,-35.0,4.264,5122.1
30,entrepreneur,single,illiterate,no,yes,no,cellular,jun,thu,1528,5,999,3,nonexistent,-3.3,92.34,-35.0,1.304,4981.1
31,retired,married,high.school,no,yes,no,cellular,oct,fri,4682,3,999,2,nonexistent,-2.0,92.712,-28.8,3.362,5019.7
41,services,single,basic.4y,no,yes,no,cellular,may,fri,4447,6,999,4,nonexistent,-1.5,94.441,-44.2,2.715,5060.5
79,entrepreneur,single,professional.course,no,no,no,cellular,aug,wed,2905,5,999,3,nonexistent,-3.1,92.567,-32.6,2.734,4969.6
51,student,single,illiterate,no,no,no,telephone,jul,thu,2976,9,999,1,nonexistent,0.6,94.952,-41.4,1.305,5122.6
61,housemaid,married,university.degree,no,yes,no,telephone,jul,wed,4155,3,999,0,nonexistent,-2.1,92.155,-37.0,2.439,5223.1
43,self-employed,married,basic.4y,no,yes,no,telephone,jul,fri,659,3,15,2,nonexistent,-2.5,94.065,-41.4,2.828,5064.1
38,blue-collar,single,basic.9y,no,yes,no,cellular,aug,wed,1441,4,999,3,nonexistent,1.0,92.796,-32.8,3.38,4970.9
45,student,married,basic.9y,no,yes,no,telephone,jul,thu,3771,5,999,0,nonexistent,-3.4,94.79,-33.4,4.039,5044.7
65,management,married,high.school,no,yes,yes,cellular,oct,fri,4409,8,999,0,nonexistent,0.0,92.729,-32.9,2.636,5002.5
53,entrepreneur,single,unknown,yes,yes,no,cellular,jul,tue,1017,2,999,4,nonexistent,-3.2,94.81,-45.2,2.716,5037.7
57,management,married,unknown,no,yes,no,telephone,jul,fri,4209,1,999,1,nonexistent,-1.7,92.653,-42.0,1.057,5045.8
19,entrepreneur,married,basic.4y,no,no,no,cellular,may,wed,443,7,999,4,failure,-2.1,93.37,-29.5,3.867,5023.5
59,services,married,basic.4y,no,no,no,cellular,jul,wed,1802,8,0,1,nonexistent,-1.4,92.519,-43.5,1.856,5157.7
26,housemaid,married,basic.6y,no,no,no,telephone,jul,fri,2241,5,10,0,failure,-1.8,92.386,-34.0,0.758,5160.3
40,blue-collar,single,professional.course,no,yes,no,telephone,jun,mon,1027,8,999,0,nonexistent,0.1,93.031,-35.6,3.639,5006.4
32,unknown,married,university.degree,no,no,yes,cellular,oct,mon,2089,8,999,2,success,-0.3,92.494,-34.6,4.904,4969.2
30,services,divorced,basic.4y,no,yes,no,telephone,aug,mon,472,4,999,0,nonexistent,-1.0,93.281,-26.4,1.529,5071.6
40,student,married,illiterate,yes,yes,yes,telephone,may,tue,2611,3,999,4,nonexistent,-1.7,93.133,-35.8,4.128,5169.7
34,management,married,university.degree,no,no,no,cellular,aug,tue,4651,9,999,4,nonexistent,-3.0,93.425,-29.8,4.756,5093.6
79,entrepreneur,married,high.school,no,no,no,telephone,jul,tue,881,4,999,0,nonexistent,-0.3,94.249,-34.0,1.792,5157.6
65,student,married,basic.6y,no,no,no,cellular,jun,fri,1611,6,999,0,nonexistent,-2.1,94.243,-43.0,3.828,5142.5
77,unemployed,single,unknown,no,yes,no,cellular,jul,fri,864,2,999,1,failure,-2.2,94.855,-47.2,0.618,5042.6
19,retired,single,university.degree,no,no,yes,telephone,jul,thu,3487,7,999,0,nonexistent,0.2,92.267,-41.7,0.697,5208.1
37,housemaid,married,university.degree,no,no,no,cellular,may,mon,1093,7,999,0,nonexistent,-2.0,92.885,-49.9,1.904,5167.4
37,unknown,single,university.degree,no,yes,no,cellular,may,thu,2154,6,999,4,nonexistent,0.2,92.995,-32.6,1.344,5106.2
76,self-employed,married,university.degree,no,yes,yes,telephone,aug,mon,3687,1,999,4,nonexistent,0.2,93.446,-48.0,3.899,4976.1
63,retired,married,university.degree,no,yes,no,cellular,jul,wed,3603,2,999,4,nonexistent,-2.7,93.478,-32.2,2.115,4988.2
20,unknown,married,unknown,no,yes,no,cellular,aug,thu,1771,3,999,2,nonexistent,-2.0,94.467,-33.1,1.494,5008.0
72,management,divorced,basic.6y,no,no,no,telephone,jul,fri,4420,3,999,1,nonexistent,-0.7,93.684,-40.0,1.166,5205.4
29,housemaid,married,high.school,no,yes,no,telephone,may,wed,359,6,999,1,nonexistent,1.3,94.199,-26.0,2.297,5167.8
57,housemaid,single,university.degree,no,no,no,telephone,jun,thu,2448,8,999,0,nonexistent,-1.7,93.711,-43.6,3.169,5170.7
19,student,married,university.degree,no,no,no,telephone,aug,wed,2663,3,999,0,nonexistent,0.7,92.738,-27.3,2.656,4988.4
53,retired,married,high.school,no,yes,yes,cellular,aug,wed,1438,4,999,3,nonexistent,0.7,94.98,-37.8,3.557,5041.7
31,student,married,basic.4y,no,yes,no,cellular,oct,wed,798,9,999,4,nonexistent,-1.9,94.325,-31.0,3.447,5221.8
33,student,single,basic.4y,no,yes,no,cellular,oct,fri,2834,8,999,1,failure,1.2,93.282,-40.6,1.08,5225.2
36,unemployed,single,unknown,no,yes,no,cellular,jun,wed,4439,8,999,3,nonexistent,-3.1,93.659,-49.3,1.376,5106.7
51,student,married,basic.6y,no,yes,no,telephone,oct,fri,2284,1,999,2,nonexistent,-2.1,93.306,-26.7,1.836,5214.0
61,management,single,basic.6y,no,yes,no,cellular,jun,tue,1511,9,999,2,nonexistent,-0.9,92.069,-44.9,1.873,5150.8
78,entrepreneur,married,professional.course,no,no,no,cellular,jul,wed,4420,7,999,4,nonexistent,-3.0,92.288,-39.2,2.04,5210.5
63,entrepreneur,divorced,basic.6y,no,no,no,telephone,oct,mon,499,4,0,1,failure,0.5,92.184,-27.2,4.834,5109.2
23,management,single,unknown,no,no,yes,cellular,oct,fri,1838,6,999,3,nonexistent,-2.5,93.026,-37.8,3.41,4996.7
30,blue-collar,single,high.school,no,no,no,cellular,aug,tue,2558,1,999,0,nonexistent,0.9,94.642,-29.2,4.31,5187.6
53,self-employed,single,university.degree,no,no,no,cellular,jun,fri,3571,8,999,4,nonexistent,1.3,93.734,-42.1,2.944,5186.9
39,unknown,married,high.school,no,yes,no,cellular,aug,wed,3112,9,999,4,nonexistent,0.1,92.992,-30.0,4.627,4979.7
35,services,single,unknown,no,yes,no,telephone,oct,fri,4480,9,999,4,nonexistent,-0.4,93.828,-27.2,1.435,5079.9
29,unemployed,married,professional.course,no,no,no,cellular,jul,thu,2649,9,999,0,nonexistent,-0.6,92.683,-37.2,2.23,5182.4
69,self-employed,married,basic.9y,no,no,no,cellular,may,thu,4630,1,999,4,nonexistent,-0.0,92.857,-28.6,1.348,5112.2
76,management,married,unknown,no,yes,no,telephone,jun,mon,3797,9,999,3,nonexistent,0.8,94.004,-41.4,3.231,5034.2
71,admin.,married,unknown,no,yes,no,cellular,jun,fri,1758,6,10,0,nonexistent,0.0,92.615,-29.2,0.846,5084.2
47,services,married,basic.9y,no,yes,no,telephone,jul,wed,2364,6,999,2,nonexistent,0.4,94.068,-43.5,2.565,5183.2
70,blue-collar,married,high.school,yes,yes,no,telephone,jul,wed,3485,1,999,2,nonexistent,-2.1,94.505,-42.1,1.941,4987.0
68,technician,married,basic.9y,no,yes,yes,cellular,jun,thu,4269,2,5,4,nonexistent,0.6,92.383,-44.2,4.392,5132.5
57,services,married,unknown,no,yes,no,telephone,jun,fri,4110,8,10,0,nonexistent,-2.6,92.501,-35.2,1.811,5206.9
24,housemaid,single,unknown,no,no,no,cellular,jul,wed,3613,2,999,3,nonexistent,-3.3,93.069,-32.8,4.14,5115.9
49,management,married,basic.9y,no,no,no,cellular,jul,tue,3515,9,999,1,nonexistent,-1.0,92.22,-36.5,1.036,5102.7
65,unemployed,single,illiterate,no,no,yes,cellular,jul,wed,112,4,999,3,failure,-1.4,93.657,-49.2,3.551,5227.0
36,technician,married,unknown,no,yes,no,telephone,oct,fri,4734,4,999,0,nonexistent,-1.9,94.179,-28.1,1.487,5045.5
23,self-employed,married,professional.course,no,yes,no,cellular,jun,thu,1048,5,999,0,nonexistent,-2.6,92.85,-28.6,4.64,5172.7
37,unknown,married,unknown,no,yes,yes,telephone,jun,tue,4916,7,999,3,failure,-1.4,94.251,-40.0,2.691,4965.8
44,unknown,married,unknown,no,no,no,cellular,jul,wed,1537,1,999,0,nonexistent,0.1,93.109,-37.5,1.558,5065.2
70,technician,single,university.degree,no,yes,no,telephone,aug,mon,1088,9,999,4,nonexistent,0.6,93.51,-44.2,1.247,4984.1
60,unknown,single,basic.6y,no,yes,no,cellular,may,mon,3923,6,999,4,nonexistent,-1.7,93.157,-38.8,2.288,5039.6
54,unemployed,married,basic.6y,no,yes,no,telephone,jun,thu,1964,5,999,4,nonexistent,-3.2,94.591,-33.5,2.553,5150.4
65,management,married,basic.9y,no,yes,no,telephone,oct,tue,171,5,999,2,success,-2.6,94.564,-35.8,4.681,5033.1
24,self-employed,single,basic.4y,no,yes,yes,cellular,may,mon,4249,1,999,0,nonexistent,-2.4,94.762,-28.2,3.41,4960.5
76,unknown,married,professional.course,no,no,no,telephone,aug,mon,2439,1,999,4,nonexistent,0.8,92.602,-49.8,4.927,5126.0
22,management,married,university.degree,no,yes,yes,telephone,oct,wed,4178,7,999,0,failure,-2.4,93.505,-26.5,1.329,4995.2
28,retired,single,university.degree,no,yes,no,telephone,jul,fri,1182,2,0,1,nonexistent,-3.2,94.185,-36.0,3.289,5127.0
32,admin.,married,basic.9y,no,yes,yes,telephone,aug,wed,3689,4,0,4,nonexistent,-1.1,93.533,-41.5,2.824,4967.1
20,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,wed,4865,8,999,1,nonexistent,-3.0,94.226,-48.3,4.272,5200.8
75,blue-collar,single,basic.4y,no,yes,no,telephone,oct,thu,1985,6,999,1,nonexistent,-2.9,93.53,-26.8,1.08,4974.6
22,housemaid,married,university.degree,no,no,no,telephone,oct,wed,3633,4,999,1,nonexistent,-1.6,94.304,-29.6,2.938,5200.7
40,admin.,married,professional.course,no,yes,yes,telephone,jul,tue,2441,7,999,2,nonexistent,0.7,93.002,-37.6,1.238,5219.3
70,admin.,married,basic.6y,no,yes,no,telephone,may,tue,1263,7,999,2,nonexistent,0.8,93.424,-32.0,1.202,5085.7
54,housemaid,married,university.degree,yes,yes,no,cellular,jun,fri,45,1,999,3,nonexistent,0.3,93.245,-28.2,4.81,5068.6
26,self-employed,divorced,illiterate,no,yes,no,cellular,jun,mon,1236,1,999,2,failure,-2.8,92.409,-36.8,1.431,5111.0
32,unemployed,single,illiterate,no,no,no,telephone,oct,mon,4330,5,999,2,failure,-1.4,94.793,-39.4,1.647,4971.4
20,housemaid,married,unknown,yes,no,no,telephone,aug,fri,2316,7,999,2,failure,-2.4,92.693,-48.4,3.789,5221.1
46,self-employed,married,university.degree,no,no,no,telephone,jul,fri,1458,6,999,1,nonexistent,-2.7,92.034,-32.1,1.292,5021.5
23,housemaid,married,unknown,no,yes,no,cellular,aug,wed,4431,1,10,1,nonexistent,0.0,94.055,-34.3,4.539,5137.0
34,services,married,high.school,no,yes,no,telephone,jul,thu,2130,7,0,1,failure,-2.4,92.98,-33.4,1.163,5065.6
43,services,single,basic.4y,yes,no,no,cellular,aug,mon,983,1,5,1,nonexistent,1.3,93.096,-35.7,1.924,5191.5
38,retired,single,high.school,no,yes,no,telephone,jul,mon,4157,2,10,0,nonexistent,0.4,94.84,-40.9,1.779,5149.7
25,entrepreneur,married,illiterate,yes,no,no,telephone,oct,fri,4766,7,999,3,nonexistent,0.4,94.938,-29.6,0.794,5220.1
38,unemployed,married,high.school,no,no,no,telephone,may,fri,2439,1,999,1,nonexistent,0.0,92.187,-33.2,2.43,5140.8
74,housemaid,single,professional.course,no,yes,yes,telephone,jun,mon,3992,5,999,3,nonexistent,-2.3,92.121,-40.7,2.897,5026.3
28,admin.,married,illiterate,no,yes,no,cellular,aug,mon,1845,3,999,2,nonexistent,-2.4,94.255,-31.0,4.493,4990.0
55,services,single,university.degree,no,no,no,cellular,jun,wed,2262,4,999,3,nonexistent,-2.3,94.864,-26.4,2.251,5227.2
25,student,married,basic.6y,no,yes,no,telephone,aug,mon,1418,8,999,2,nonexistent,-0.9,92.575,-40.2,1.479,5144.2
59,self-employed,single,illiterate,yes,yes,yes,telephone,oct,fri,4827,9,999,1,nonexistent,-2.8,94.85,-26.1,3.195,5046.6
41,services,single,unknown,no,yes,no,cellular,oct,tue,4027,6,999,2,nonexistent,0.0,92.615,-33.5,4.428,5181.7
78,services,single,unknown,no,yes,yes,cellular,aug,tue,2028,2,999,1,success,0.4,94.128,-40.8,4.862,5139.9
52,management,divorced,professional.course,no,no,no,telephone,aug,tue,2172,2,999,1,nonexistent,0.4,92.181,-33.6,2.849,5090.8
72,self-employed,divorced,basic.4y,no,yes,yes,telephone,aug,wed,3823,9,999,3,nonexistent,1.4,92.796,-41.7,4.798,5139.9
31,blue-collar,single,basic.6y,no,no,no,telephone,oct,tue,2478,9,999,4,failure,0.9,93.156,-38.1,2.474,5135.2
72,technician,divorced,university.degree,yes,no,no,telephone,may,thu,4579,7,999,1,nonexistent,0.7,93.792,-27.5,0.781,5218.9
31,unemployed,single,illiterate,no,yes,no,cellular,may,thu,175,4,999,4,nonexistent,-3.3,94.721,-40.7,3.068,5161.6
27,self-employed,single,basic.9y,no,no,no,cellular,aug,wed,74,4,999,1,nonexistent,-0.0,94.507,-29.5,4.42,5151.4
29,retired,married,basic.6y,no,yes,no,cellular,jul,tue,2800,2,999,1,nonexistent,-0.5,93.215,-48.7,0.65,5147.0
55,management,married,unknown,no,no,no,cellular,may,fri,2567,6,999,3,nonexistent,0.0,93.585,-43.6,4.827,4967.6
61,unknown,single,professional.course,no,no,no,cellular,oct,wed,2099,7,5,0,nonexistent,-2.5,94.041,-40.7,4.958,4978.3
72,self-employed,married,professional.course,no,yes,no,cellular,oct,mon,2880,7,999,1,failure,-1.1,92.109,-32.5,2.067,5051.0
63,self-employed,single,high.school,no,no,no,telephone,oct,wed,4442,6,0,0,nonexistent,-2.8,93.354,-28.3,1.358,5002.5
51,entrepreneur,married,illiterate,no,yes,yes,telephone,jun,thu,943,6,999,2,nonexistent,1.2,93.959,-37.9,4.643,5159.9
58,unknown,married,university.degree,no,no,yes,telephone,jun,fri,4080,5,999,4,nonexistent,-3.2,94.855,-29.6,3.637,5001.1
27,management,single,basic.9y,no,no,yes,telephone,oct,tue,3158,8,0,2,nonexistent,1.1,94.442,-35.8,4.682,5188.6
75,self-employed,divorced,university.degree,no,no,no,cellular,may,thu,4927,5,999,1,nonexistent,-2.7,92.503,-35.8,2.724,5205.9
34,technician,married,basic.6y,no,yes,no,telephone,jun,tue,2333,9,999,3,success,-2.9,94.171,-27.4,3.981,4987.2
34,technician,single,basic.9y,no,no,no,telephone,jul,tue,3207,7,999,2,nonexistent,0.5,92.46,-43.6,1.527,5222.8
20,unknown,single,university.degree,no,no,no,cellular,aug,wed,2940,2,999,0,success,-0.3,93.344,-31.4,2.313,4984.8
79,student,married,high.school,no,yes,no,cellular,jun,wed,1511,3,999,2,nonexistent,-2.2,94.039,-46.2,3.9,5152.6
48,management,married,basic.9y,yes,yes,no,cellular,jun,thu,1345,8,999,1,nonexistent,-2.7,93.19,-28.3,0.996,5222.0
68,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,3788,9,999,0,nonexistent,-3.0,93.918,-36.6,0.967,4982.3
18,self-employed,married,basic.6y,no,yes,yes,cellular,may,wed,1744,8,999,3,nonexistent,0.1,94.822,-41.8,4.595,5228.9
29,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,thu,907,2,999,4,nonexistent,-2.6,93.454,-49.1,1.66,5157.3
56,entrepreneur,married,high.school,no,yes,no,cellular,jul,tue,4066,5,999,0,nonexistent,-1.3,94.353,-38.0,1.063,5141.7
21,admin.,married,illiterate,no,no,no,cellular,jul,mon,2671,9,999,2,success,1.0,92.496,-26.1,4.294,5047.5
59,blue-collar,single,basic.4y,no,no,no,telephone,jul,mon,3721,8,999,3,nonexistent,0.3,94.879,-49.9,4.056,5061.3
30,entrepreneur,married,basic.4y,no,no,no,telephone,jun,thu,1409,4,999,0,nonexistent,-0.8,93.971,-35.6,4.864,5057.2
51,unemployed,single,professional.course,no,no,no,telephone,jul,mon,4750,7,10,3,success,-0.1,94.099,-49.4,3.5,5186.5
59,unemployed,married,basic.4y,no,yes,no,telephone,jul,fri,4286,3,999,2,nonexistent,-0.1,94.936,-31.9,1.158,5100.0
38,technician,single,basic.6y,no,yes,no,telephone,oct,thu,4371,3,999,2,failure,-0.1,93.165,-44.5,1.785,5207.5
39,unknown,single,professional.course,no,no,no,telephone,jun,thu,4359,3,0,3,nonexistent,0.4,93.265,-47.0,2.816,5098.5
74,admin.,married,basic.4y,no,no,no,cellular,jun,tue,3438,6,999,2,success,1.0,93.702,-47.5,2.916,4991.0
21,housemaid,divorced,basic.4y,no,yes,no,cellular,jun,fri,2105,9,999,0,nonexistent,1.0,93.124,-31.8,0.939,5061.5
35,entrepreneur,single,professional.course,no,yes,no,telephone,aug,thu,4743,3,999,3,nonexistent,-2.6,92.208,-49.6,0.629,5098.5
22,retired,single,basic.6y,no,yes,no,telephone,jul,wed,4893,3,999,4,failure,-0.1,93.584,-39.9,3.938,5155.1
36,management,single,professional.course,no,yes,yes,telephone,jul,thu,4947,8,999,1,nonexistent,0.5,92.156,-40.8,2.555,5133.3
19,entrepreneur,married,unknown,no,yes,no,telephone,jul,fri,2101,8,999,1,nonexistent,-2.3,93.489,-36.5,2.381,5169.7
29,services,married,illiterate,no,no,yes,cellular,may,thu,693,7,999,3,nonexistent,1.3,92.25,-26.4,3.908,5020.0
34,unknown,married,unknown,no,no,no,cellular,may,mon,3806,4,999,2,nonexistent,-3.4,94.428,-43.0,2.561,5222.9
27,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,4475,1,999,0,failure,0.1,92.82,-29.9,0.921,5127.4
51,services,married,basic.6y,no,yes,yes,telephone,aug,wed,2716,5,999,4,nonexistent,-0.6,94.017,-27.1,3.367,5148.6
23,student,single,university.degree,no,no,no,telephone,jul,fri,733,9,999,0,nonexistent,-3.1,93.954,-46.4,3.96,4972.6
25,entrepreneur,married,high.school,no,yes,no,telephone,jun,thu,4099,7,0,2,nonexistent,-1.6,92.948,-36.6,1.146,5168.2
78,housemaid,divorced,basic.4y,no,no,no,telephone,jun,wed,4395,3,999,4,nonexistent,-1.8,93.474,-44.3,4.25,5019.4
68,services,married,university.degree,yes,yes,no,telephone,oct,wed,760,8,999,1,nonexistent,-3.3,94.578,-29.6,3.197,5147.8
28,services,married,basic.4y,no,yes,no,cellular,may,wed,1557,5,999,0,nonexistent,-0.4,94.667,-33.0,0.773,5119.8
74,blue-collar,married,university.degree,no,yes,no,telephone,aug,mon,4598,2,999,0,nonexistent,-2.4,92.731,-32.1,1.815,5111.3
29,admin.,married,illiterate,no,no,no,telephone,oct,fri,1661,2,999,1,nonexistent,-1.0,93.547,-32.9,0.945,5228.7
26,housemaid,divorced,basic.9y,no,yes,yes,cellular,aug,thu,4191,6,999,0,nonexistent,1.1,93.746,-27.8,3.328,5123.0
19,unknown,single,unknown,no,yes,no,cellular,jun,mon,1028,3,999,1,nonexistent,-2.0,94.588,-34.3,2.719,5096.4
25,services,married,illiterate,no,yes,no,cellular,jul,wed,890,6,999,3,success,-2.8,92.345,-28.8,3.196,5169.1
